"","�..date","username","post_ID","message","message_ID","Sentiment","Uber","Grab","Comfort_Taxi","Uberpool","UberX","Grabshare","Promo_General","Redeem_probs","Never_Receive","Customer_Service","CS_No_Reply","Reply_Quality","Over_Charge","Surge","Payment_System","Dishonest","Angry","Waiting_Time","Cancellations","Driver_General","Rude_Driver","Pervert_Drivers","SMRT_Breakdown","Public_transport"
"422","2017-08-04T14:41:37+0000","Patrick Sun",2.34e+15,"","821899047972601_823443617818144","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","2017-08-04T13:40:07+0000","Patrick Sun",2.34e+15,"","821899047972601_823419111153928","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","2017-08-04T13:34:13+0000","Patrick Sun",2.34e+15,"","821899047972601_823416101154229","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","2017-08-04T14:15:07+0000","Patrick Sun",2.34e+15,"","821899047972601_823433297819176","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","2017-08-09T15:02:11+0000","Benson Lee",1.9e+15,"","821899047972601_825773594251813","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","2017-08-09T14:39:20+0000","Benson Lee",1.9e+15,"After","821899047972601_825763494252823","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","2017-08-09T14:39:13+0000","Benson Lee",1.9e+15,"Before","821899047972601_825763460919493","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","2017-08-04T13:34:02+0000","Patrick Sun",2.34e+15,"More to come...  1. By knowing the problem but still purchase such 1k units 2. Even received vehicle order.... UBER Singapore choose to CONTINUE using the problem VEHICLE on the road to pick up Passenger.... to aviod weekly lost 1.4m and put both driver and passenger safety in don't care 3. By with hold the information towards the authorities and the public... 4. Base on #1 & #2... it's already against the insurance T&C....","821899047972601_823415867820919","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"430","2017-08-04T14:02:07+0000","Patrick Sun",2.34e+15,"As report in newspaper... This seems like classic example how UBER do work... and it's proven lead by example from top to bottom... look at the report about how Head of Uber Singapore answer to his own boss.....  1/ never admit mistake...  2/ just push fault to someone else...  3/ always money come first... by put their driver and passenger at risk... 4/ With hold information towards authorities and public... 5/ How would we know will there anymore ""problem"" VEHICLE within their fleet?!?!?!?! ========================== FOR THE SAFETY OF PUBLIC... LTA SHOULD USE THE NEW LAW-- SUSPEND UBER OPERATION FOR 1 MONTH AS CLEARLY THEY ARE VOLUNTARILY CAUSE PUBLIC AND DRIVER IN DANGER AND ENFORCE ALL THEIR FLEET MUST CLEAR INSPECTION BEFORE ON THE ROAD AGAIN (SAME AS CNG VEHICLE)","821899047972601_823427644486408","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"431","2017-08-01T00:32:50+0000","Leslie Lee",1.02e+16,"Hi Uber.  Can I ask what criteria you place on exclusive promo codes to specific phone numbers?    My friends who don't take Uber as often as I do get a promo code for discounted rides every week, whilst I, being a frequent rider, do not.   Just wondering.  Are promo codes given to attract infrequent riders or to reward loyal customers?","821504508012055_821802184648954","negative",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","2017-07-31T15:46:41+0000","Suie Wu",1.02e+16,"I took a uber last friday night. it showed 22.9 when I confirmed to requesting the uber. Today I checked my bank account, the price become a double 49.92. May I ask why the charged is changed and without any notice?","821504508012055_821638157998690","negative",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"433","2017-07-31T11:06:23+0000","Xun Cai Toh",1.88e+15,"Hi uber I received a promo code from email but entered and it stated it's not valid","821504508012055_821529064676266","negative",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","2017-08-04T13:43:47+0000","Julia Ng",1.02e+16,"my brother is in distress for leaving his luggage in the uber's car!!! its been 5 hours and after 5 phonecalls to your hotline nobody is able to help us!! your hotline even asked me to send an email to uber to resolve this and that email is non-existence!! what's so hard about you guys helping us call the driver or give us the driver's contact to retrieve our belongings! comfoet delgro can resolve this within minutes based on past experience. I need to warn uber users how unsafe it can be to take a ride with uber and lose your belongings and nothing can be done even you got full details of the driver and vehicle. please someone help or ill have no choice but to call the police.","821504508012055_823420207820485","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"435","2017-07-31T13:14:57+0000","Daniel Wong",1.02e+16,"Hi Uber can you get a supervisor to contact me? You have made a mistake w regards to your pricing, and when i pointed it out you have not displayed any professionalism and empathy but rather just give me copy paste standard answers. Why do i have to do your work for you and point out your mistakes?","821504508012055_821579804671192","negative",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"436","2017-07-31T15:56:54+0000","JC Awe",1.02e+16,"I tired on my Uber app this promo code doesn't work on me","821504508012055_821641771331662","negative",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","2017-07-31T11:07:55+0000","Eileen Tan",1.02e+16,"Can someone get back to me about my Uber credits? It's in USD and I can't use it here in Singapore?","821504508012055_821529524676220","negative",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","2017-07-31T09:32:59+0000","Shihui Wang",1.02e+16,"hi uber, i received a promo code via email but when entered it says that its not valid.","821504508012055_821506314678541","negative",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","2017-08-06T15:30:57+0000","Terence Eu",1.77e+15,"hi uber , the code cannot redeem pls advise thanks","821504508012055_824430604386112","negative",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","2017-07-31T12:28:44+0000","Marcus Tan",1.94e+15,"I can't applied the promo code 'NIGHTTIME'","821504508012055_821560568006449","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","2017-07-31T10:47:56+0000","Jerry Tang",1.02e+16,"I applied but it say $3 instead of $4 as advertised","821504508012055_821524631343376","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","2017-07-31T15:58:51+0000","Jasmine Tan",1.02e+16,"My promo code in my email can't be applied!","821504508012055_821642354664937","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","2017-07-31T12:32:10+0000","Crappili Loh",1.02e+16,"promo got error","821504508012055_821562381339601","negative",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","2017-07-31T12:56:28+0000","Chris Tay",1.02e+16,"It show me 3 dollar only leh.","821504508012055_821573378005168","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","2017-07-31T10:17:05+0000","Valarie Aw",1.93e+15,"Why cannot add into the promo","821504508012055_821516081344231","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","2017-08-01T20:17:19+0000","Jay Ng",1.02e+16,"Can't add","821504508012055_822221857940320","negative",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","2017-07-31T12:11:02+0000","Sherrill Arabelle Nightingale",1.02e+16,"Promo not added 😕","821504508012055_821553924673780","negative",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","2017-07-31T11:20:50+0000","Mya Hamid",1.79e+15,"I cnt.. promo not valid","821504508012055_821532991342540","negative",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","2017-07-31T17:26:24+0000","Irene Patricia Yee",1.02e+16,"I am lodging a complaint on the unprofessional and threatening behaviour of one of your drivers.   The driver arrived at Ikea pick-up point on the second lane, and barely stopped at the uphill slope. I had two heavy Ikea bags and gestured for him to move forward as cars were coming in and it would be difficult to load the bags into the boot. He did not move his car. I waited for a taxi to go past as it was coming up the slope and the taxi driver had impatiently honked at another driver ahead before I crossed over and loaded the boot.   I got into the car without saying a word. The driver asked if I was happy with the service. I replied, 'Not particularly' (along this line). He then asked me to get out of the car and stated he would not drive me to my destination. I assure you if this sounds absurd and unbelievable, it happened exactly as I have described. The driver's car ought to have a video recording; feel free to verify that what I am relating is the absolute truth.  This driver was most determined at provoking me. I told him I would not do as he pleases. He then said he would drive me to the police station. I told him to do what he needed to do. He then drove around the Ikea drop-off point a number of times before calling the police on his mobile phone.   On the phone with the police, he stated that he was on the second lane because Uber drivers are not supposed to pick up at taxi stands. He then added that I was well aware of this. We had zero exchange on this, so it is perplexing that the driver would know what was in my head. It became apparent the driver had to lie to justify his absurd behaviour.  The driver was most selfish to throw this fracas, especially since he had picked up another Uberpool rider and so he was being most unprofessional and inconveniencing two riders at once. Please check with the the other rider if I had said a word upon entering the car. At no point during this incident did I rant, rave or even raise my voice and hurl verbal abuse. The driver is not the owner of me that he should think he can dictate my feelings, thoughts or actions. It is not as if he had greeted me politely and I had not responded. It is not as if he had graciously helped with my bags and I had been ungrateful. Even so, the driver should not feel at liberty to treat riders with so much disdain and disrespect at his fancy, especially when he is representing the Uber brand.  I called Über and connected with Christine and John, a supervisor, who stated there was nothing he could do to assist, while waiting for the police to arrive. It is most absurd that the police had to be called in, when I had done absolutely nothing to provoke the driver. Basically, the driver imagines riders who enter a car quietly ought to be treated badly, humiliated, and terrorised.   Threatening a passenger and asking her to get out of the car as a means to humiliate her when she had said absolutely nothing cannot possibly be acceptable behaviour of Uber drivers or be representative of Uber's standard.  Inspector Lau informed me that it was really unsafe for me to continue with this journey. I agreed. I got another ride, not with Uber.  Uber needs to do the right thing here and take heed of my complaint. This was most unacceptable and absurd service in this day and age. I will state the likes of such drivers will only tarnish the Uber brand. Kindly ensure that this matter receives the attention it deserves.  Driver: Kelvin (9075)  Date: 31st July 2017  Booking Time: 22:58","821504508012055_821674467995059","negative",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"450","2017-08-01T09:52:08+0000","Maya Rai",1.49e+15,"I don't understand why must Uber seriously be so unfair to its passengers ? If the driver cancels our ride, we have to pay $6 cancellation. Uber you know how to charge cancellation, do you know how to return it back or not ? Given you so much prove that your driver was the one bitching around so he canceled my ride. And you guys made me wait like a fool for 20 whole minutes and also charged me cancellation. What kind of service is it ?","821504508012055_821983284630844","negative",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"451","2017-08-01T04:05:50+0000","Mike Gary",1.02e+16,"Hi, I would like to know that from trips from airport is there any toll/ surcharge charges for Uber X ? I was charged toll/surchage fee from airport yesterday and I have PM via app 2 times no one reply me. Another question, I was wrongly double charge a few times although money has been credit back to my bank account but bank charges already incurred. Have PM this issue and was told your end has no control I should refer to bank but if Uber didnt double charge wrongly consumers wont have to incurred unnecessary charges and expecting us to always absorb this charges. Whats your say ? Althought amount is not big but as a regular rider and having double charge and refunds, such issue can be avoidable on your end. Appreciate you could look into this matter.","821504508012055_821867647975741","negative",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"452","2017-08-11T07:05:32+0000","Asta Samantha Koh",1.02e+16,"Ur driver intentionally refused to pick me , wanting to earn the cancellation fees . He made me wait for 30 mins and bcos of that I'm extremely late for my appointment and u caused me to lose a deal. How is uber going to rectify it ?!","821504508012055_826557260840113","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"453","2017-08-22T14:05:18+0000","Chng Lixia",1.02e+16,"keep over charge and then say is stated upfront.  this is ridiculous ..in which part is it being indicated? do u think users are dumb . doing so will cause lesser and lesser user. so please continue being so poor in your service n payment system..","821504508012055_831790333650139","negative",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"454","2017-08-04T15:34:54+0000","Patrick Sun",2.34e+15,"Good luck for UBER riders and the Hero LCR Honda Vezel driver.... out of 1200 Fire Hazards LCR Honda Vezel... only...9%=108 units had been fix... which mean still had 1092 units of Fire Hazards LCR Honda Vezel on the road.... so do you know the LCR Honda Vezel you driving / sitting is that 9% group? Or fall under the 91% group?????","821504508012055_823465277815978","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"455","2017-07-31T10:31:32+0000","Ridz Juan",1.02e+16,"I got curfew. Parents dun let me go out at night. Give us day promo also ok? 😂😂😂😂","821504508012055_821520378010468","positive",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","2017-08-01T09:52:58+0000","Maya Rai",1.49e+15,"I don't understand why must Uber seriously be so unfair to its passengers ? If the driver cancels our ride, we have to pay $6 cancellation. Uber you know how to charge cancellation, do you know how to return it back or not ? Given you so much prove that your driver was the one bitching around so he canceled my ride. And you guys made me wait like a fool for 20 whole minutes and also charged me cancellation. What kind of service is it ? So Grab please don't partner with uber !! They're really scheming !!","820233461472493_821983551297484","negative",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"457","2017-07-28T18:19:49+0000","Flor Leow DHenrychan",1.02e+16,"Hi Uber staff, I am a frequent user of Uber. But recently since this week, every time I tried to order a  Uber car service, the system would report a ""ERROR"" message to me. Why is it like that?  ● It happened for many days already. Is there something wrong on the side of your servers? In the end, I had no choice but to hail a normal cab on the road. 😭","820233461472493_820348331461006","negative",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","2017-07-30T18:32:14+0000","Daniel Teo",1.34e+15,"I was charged more that the price shown for my trip and your customer service is ridiculous. Repeatedly resolving my issue without providing the reason for the unknown increase in price.","820233461472493_821237258038780","negative",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","2017-07-28T15:20:54+0000","Jolyn Low",1.59e+15,"This day will be the day whereby you travel from orchard to Somerset for $30 😂","820233461472493_820282068134299","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","2017-07-28T16:11:18+0000","Renil Evangelista",1.02e+16,"Nice marketing strategy uber but it wont change how lousy your services are. 😂😂😂🤣🤣🤣","820233461472493_820302774798895","positive",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","2017-07-30T23:44:07+0000","Bok Chek Yang",1.02e+16,"We are a group for Uber and Grab riders and drivers in Singapore and we have a focus on riders. Currently, we are the only active FB group for Uber/Grab riders here. Come and share your experiences and issues with us. Our rider and driver members are keen to listen and are ready to help. Get Uber, Grab, taxi news, rider and driver stories, promo codes and much more in our group ! Why not join Singapore's only active Uber and Grab rider centric FB group now ? Click the link below to join and we will see you there soon !  https://www.facebook.com/groups/1013566295436747/","820233461472493_821335901362249","neutral",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"462","2017-07-31T03:29:18+0000","Leox Tan",1.02e+16,"Stop all this nonsense & give more promo code lah.. u have not been providing promo since weeks ago..","820233461472493_821405274688645","negative",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"463","2017-08-09T14:40:14+0000","Benson Lee",1.9e+15,"‌Hello to this UBER driver. If you saw my post. Good earning $ ah. I know I with Kid and my Wife. and was a short trip. We not even using your child seat. And you contact UBER say we use and you charge us a extra $5. Good earning bro.  Nice Uber. Reply this , Sorry to hear about the trouble, Benella.  As you may know, safety is our number one priority and driver-partners are required to follow all applicable regulations in their city. The Singapore government has advised that all children under 1.35m in height should be in an approved child seat. If your driver complies with child restraint regulations, there is no problem taking children in their vehicle.  Your driver contacted us to let us know that you have used his car seat for your ride. Please note that the car seat falls part of our Uber Car Seat product, an on-demand car seat option; the perfect transportation option for parents on the go. All Uber Car Seat vehicles are installed with the IMMI Go Car Seat that’s easy to install and safe for kids aged 1 year old and above and weighs between 10 to 25kg. This product incurs a SGD 5 booking fee on top of your UberX fare, which we have added to your trip.  Drivers, however, have no obligation to carry a child seat as they may not always have the appropriate restraints. When requesting trips using Uber, you may want to call or text message the driver before they arrive to ensure they are able to take you and your child. If you have a driver who does not carry the appropriate child seating, you are more than welcome to cancel the trip and will not be charged with cancellation fees.  Please let me know if I can help in any other way. Have a great day ahead!  In the first place the driver didn't even mention that my child needs a car seat when we board his car. So what makes you think that I have to pay when I didn't use this thing? My child was sleeping hand carried by my Husband all the way! Since when did we use the car seat. He can cancel if he doesn't have a car seat and insist we use one. BUT HE DIDNT EVEN MENTION ANYTHING ABOUT THE CAR SEAT  What kind of service is this UBER? Not customer first priority. Is the driver they hired their priority. Hahas. And the driver not even mansion about the childseat at all when we board. Good job UBER and this RAYMOND UBER DRIVER. YOU SHALL TELL US OR CANCEL IT WHEN WE WANT TO BOARD.","820233461472493_825763720919467","negative",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"464","2017-07-28T14:39:14+0000","Bella Piccola",1.02e+16,"Remember to key in promo code, cos grab is unforgiving if u made a mistake, forgivable of they made a mistake! 😆","820233461472493_820258958136610","negative",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","2017-07-30T21:56:20+0000","Alicia Ng",1.02e+16,"pathetic apology","820233461472493_821298364699336","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","2017-08-04T21:33:34+0000","Jazlyn Yeo",1.18e+15,"Uber your GPS is SHIT! Always like to go one BIG ROUND wasting our time on pooling. Obviously some routes are nearer and we SHOULD alight 1st, but your GPS always like to ask driver to U-TURN and U-TURN & GO THE LONG ROUTE!!!!! On purpose want to waste people's TIME!!! 😠😠😠😠😠😠😤😤😤😤😤😤","820233461472493_823577967804709","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"467","2017-07-28T13:55:27+0000","Izdi Ali",1.2e+15,"Rivals unite for the sake of 1 nation. How beautiful","820233461472493_820238158138690","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","2017-07-28T15:15:59+0000","Danial Blake",1.02e+16,"When Evra meets Suarez...","820233461472493_820279991467840","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","2017-08-04T13:35:07+0000","Patrick Sun",2.34e+15,"","820233461472493_823417477820758","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","2017-07-30T11:49:49+0000","SH Sham",1.78e+15,"Atleast they have hotline to call. Not like this 1.","820233461472493_821082814720891","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","2017-07-31T08:19:33+0000","Bensch Biir",1.02e+16,"But dont take this driver","820233461472493_821490248013481","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"472","2017-07-30T16:04:02+0000","Renita Eeks",1.02e+16,"Kudos Uber & Grab!!","820233461472493_821178854711287","positive",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"473","2017-07-28T20:09:27+0000","Abdul Ajies",1.38e+15,"I WILL STILL DRIVE","820233461472493_820379478124558","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","2017-08-09T14:40:24+0000","Benson Lee",1.9e+15,"Before","820233461472493_825763757586130","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","2017-08-09T14:40:55+0000","Benson Lee",1.9e+15,"After","820233461472493_825763974252775","neutral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","2017-07-29T14:38:50+0000","Eddie Zhong",4.89e+14,"So bad ，I don't want to talk anymore ! Bad bad bad !","820233461472493_820705851425254","negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","2017-07-29T13:50:51+0000","Katie Chia",2.01e+15,"Grab is good.","820233461472493_820682871427552","positive",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","2017-08-04T13:34:59+0000","Patrick Sun",2.34e+15,"More to come...  1. By knowing the problem but still purchase such 1k units 2. Even received vehicle order.... UBER Singapore choose to CONTINUE using the problem VEHICLE on the road to pick up Passenger.... to aviod weekly lost 1.4m and put both driver and passenger safety in don't care 3. By with hold the information towards the authorities and the public... 4. Base on #1 & #2... it's already against the insurance T&C....","820233461472493_823417431154096","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"479","2017-07-31T15:36:46+0000","Patrick Sun",2.34e+15,"Uber Singapore... SHAME ON YOU.... BECAUSE I POST ON YOUR FB ABOUT YOUR USELESS GPS SYSTEM AND HOW IRRESPONSIBLE OF YOUR COMPANY ON THE MATTER OF CHILD SAFETY AND UNFAIR TREATMENT TOWARDS DRIVER AND YOU BAR MY ACCOUNT!!! YOU WAIT.... MORE TO COME.... REMEMBER NEW RULES CAN CAUSE YOU SUSPENDED OPERATION UP TO 1 MONTH... LET'S GAME ON...","820233461472493_821633881332451","negative",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"480","2017-08-04T04:20:48+0000","Mike Bay",3.05e+14,"http://www.channelnewsasia.com/news/singapore/uber-knowingly-bought-1-000-unsafe-cars-and-leased-them-to-9091106?cid=fbcna","820233461472493_823252227837283","neutral",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","2017-07-28T12:59:31+0000","Grab",2.3e+14,"Hey Uber, We GrabShare your sentiments. So let's pool together to make a greener Singapore. Our ride sharing services (GrabShare, GrabHitch and GrabShuttle) are ready to get you to or from your National Day celebrations at any time. See you at the parade! Majulah Singapura.","820101398152366_820217211474118","positive",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","2017-07-28T07:57:44+0000","Tiong Low",1.34e+14,"Good idea Uber & Grab.  Will there be any National Day promos or guaranteed no price surge on National Day?","820101398152366_820108441484995","positive",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"483","2017-07-29T11:04:49+0000","Marcus Lim",1.02e+16,"It'll be great if the MPs, ministers and president can uber pool to the ndp as well!","820101398152366_820629091432930","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","2017-07-29T01:05:28+0000","Kenny Giam",1.02e+16,"Hahahaha uber and grab get together mean 1 day of super high price surge. If really want to do this greener singapore then absorb the price surge and give 52% discount on all uber and grab fare that day then","820101398152366_820472821448557","positive",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"485","2017-07-28T08:22:51+0000","Bella Piccola",1.02e+16,"Care less about grab, uber is more understanding than childish incapable grab when customer forgot to key in promo code! Grab was helpless & always a cut copy paste reply!","820101398152366_820122214816951","positive",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","2017-07-30T00:19:57+0000","Mark Graham Thomas",1.02e+16,"Hey Uber and GrabTaxi how bout you do singpaoreans a real favor..  And have free rides on national day instead of using the holiday to pimp your sales under the guise of altruism?. How about some real goodwill from a misonginist lead company and a fuckall app that requires updates every second to work on any platform.? This is obviously directed to the pr personel managing their respective Fb accounts, because we arent children and believe your corporate identities are talking to each other.  Sincerely   Me.  P. S : bodoh peh kambing.","820101398152366_820882701407569","negative",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"487","2017-07-31T08:29:53+0000","Melvin Teo",1.02e+16,"Nice try. More like #UberSurgeGrabSurge.   In the spirit of #OneNationTogether and for a greener singapore. Flat rates of $5.20 perhaps? Hahahhaahhahahahahha","820101398152366_821493011346538","positive",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"488","2017-08-04T14:27:53+0000","Freddy Low",1.02e+16,"hey fellow drivers ， lets all not drive for a day n make it ur well deserved “drivers day ” 。dnt ask who will pay ur rent ，just think n see the big picture 。if not ，then for ur health sake ，ur loved ones，for e environment，for ur country  .....cmon u can afford it 。😋","820101398152366_823438207818685","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"489","2017-07-30T13:07:39+0000","Merv Tan",1.56e+15,"Bet a lot of car owners will go, ""YEA WILL SUPPORT THIS CAR POOL!"" just so that there'll be less cars and more open roads for them #SinkieMentality 😂😂😂","820101398152366_821106764718496","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","2017-07-28T08:44:57+0000","Rykel Lim",1.62e+15,"Hey Uber, I wonder how is your company doing after TK's departure? Really curious... who's providing the global vision and innovation now?","820101398152366_820129741482865","neutral",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","2017-07-30T14:23:07+0000","Hyder Sharif",1.02e+16,"Will the ministers be able to Pool together to the event area instead? It will help to cut down the number of vehicles to the area. Can offer them the use of UberBlack","820101398152366_821134308049075","positive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","2017-08-22T14:05:28+0000","Chng Lixia",1.02e+16,"keep over charge and then say is stated upfront.  this is ridiculous ..in which part is it being indicated? do u think users are dumb . doing so will cause lesser and lesser user. so please continue being so poor in your service n payment system..","820101398152366_831790396983466","negative",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"493","2017-07-28T10:16:04+0000","文强",1.02e+16,"But somehow rather it also trying to con GRAB not to work in order for UBER to get more market share on that particular day..lol","820101398152366_820157564813416","positive",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"494","2017-07-28T08:14:03+0000","Cooper Koh",4.74e+14,"Damn, it's like Uber writing a love note to Grab. Feeling some goosebumps throughout the video. But it's all cool when it's for a good clause. 😹","820101398152366_820113868151119","positive",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","2017-07-30T23:42:48+0000","Bok Chek Yang",1.02e+16,"We are a group for Uber and Grab riders and drivers in Singapore and we have a focus on riders. Currently, we are the only active FB group for Uber/Grab riders here. Come and share your experiences and issues with us. Our rider and driver members are keen to listen and are ready to help. Get Uber, Grab, taxi news, rider and driver stories, promo codes and much more in our group ! Why not join Singapore's only active Uber and Grab rider centric FB group now ? Click the link below to join and we will see you there soon !  https://www.facebook.com/groups/1013566295436747/","820101398152366_821335401362299","neutral",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
