Channel,Campaign,Placement,Date,Device,Country,Served.Impressions,No.of.clicks,Cost,No.of.products.viewed,No.of.product.bought
search,valentine 2016,facebook,14/2/16,desktop,singapore,99,2,1.15,17,2
search,valentine 2016,facebook,14/2/16,desktop,thailand,50,2,0.15,2,2
search,valentine 2016,facebook,14/2/16,mobile,cambodia,133,3,0.6,5,2
search,valentine 2016,facebook,14/2/16,mobile,indonesia,66,1,0.72,3,2
search,valentine 2016,facebook,14/2/16,mobile,korea,137,1,0.22,2,2
search,valentine 2016,facebook,14/2/16,mobile,malaysia,233,4,1.39,5,2
search,valentine 2016,facebook,14/2/16,mobile,singapore,28,1,0.78,3,2
search,valentine 2016,facebook,14/2/16,mobile,thailand,272,4,0.83,6,2
search,valentine 2016,ooyala,14/2/16,desktop,cambodia,232,3,0.36,4,2
search,valentine 2016,ooyala,14/2/16,desktop,indonesia,63,2,0.59,12,2
search,valentine 2016,ooyala,14/2/16,desktop,korea,147,1,0.19,2,2
search,valentine 2016,ooyala,14/2/16,desktop,malaysia,102,3,0.18,3,2
search,valentine 2016,ooyala,14/2/16,desktop,singapore,101,3,0.18,3,2
search,valentine 2016,ooyala,14/2/16,desktop,thailand,123,1,0.56,2,2
search,valentine 2016,ooyala,14/2/16,mobile,cambodia,56,2,0.43,3,2
search,valentine 2016,ooyala,14/2/16,mobile,korea,281,5,1.46,8,2
search,valentine 2016,ooyala,14/2/16,mobile,malaysia,80,2,0.15,2,2
search,valentine 2016,ooyala,14/2/16,mobile,singapore,138,1,0.21,2,2
search,valentine 2016,ooyala,14/2/16,mobile,thailand,52,1,0.68,3,2
search,valentine 2016,youtube,14/2/16,desktop,indonesia,304,8,1.66,17,2
search,valentine 2016,youtube,14/2/16,desktop,singapore,297,9,1.45,18,2
search,valentine 2016,youtube,14/2/16,desktop,thailand,184,4,0.57,9,2
search,valentine 2016,youtube,14/2/16,mobile,singapore,88,3,0.34,2,2
search,valentine 2016,youtube,14/2/16,mobile,thailand,256,4,0.74,14,2
search,weekly_sales_2016_6,facebook,14/2/16,desktop,cambodia,193,3,0.44,12,2
search,weekly_sales_2016_6,facebook,14/2/16,desktop,korea,134,4,0.91,5,2
search,weekly_sales_2016_6,facebook,14/2/16,desktop,malaysia,139,2,0.42,11,2
search,weekly_sales_2016_6,facebook,14/2/16,desktop,singapore,23,3,0.75,2,2
search,weekly_sales_2016_6,facebook,14/2/16,mobile,cambodia,173,3,0.49,5,2
search,weekly_sales_2016_6,facebook,14/2/16,mobile,korea,16,3,0.26,8,2
search,weekly_sales_2016_6,facebook,14/2/16,mobile,malaysia,41,1,0.42,3,2
search,weekly_sales_2016_6,facebook,14/2/16,mobile,singapore,134,5,1.35,23,2
search,weekly_sales_2016_6,ooyala,14/2/16,desktop,cambodia,41,3,0.44,3,2
search,weekly_sales_2016_6,ooyala,14/2/16,desktop,korea,233,6,1.72,17,2
search,weekly_sales_2016_6,ooyala,14/2/16,desktop,malaysia,171,2,0.58,4,2
search,weekly_sales_2016_6,ooyala,14/2/16,desktop,thailand,32,3,0.63,3,2
search,weekly_sales_2016_6,ooyala,14/2/16,mobile,cambodia,442,10,1.72,24,2
search,weekly_sales_2016_6,ooyala,14/2/16,mobile,korea,184,5,1.04,25,2
search,weekly_sales_2016_6,ooyala,14/2/16,mobile,singapore,27,1,0.61,2,2
search,weekly_sales_2016_6,ooyala,14/2/16,mobile,thailand,141,2,0.57,2,2
search,weekly_sales_2016_6,youtube,14/2/16,desktop,cambodia,106,2,0.63,3,2
search,weekly_sales_2016_6,youtube,14/2/16,desktop,indonesia,31,1,0.74,2,2
search,weekly_sales_2016_6,youtube,14/2/16,desktop,malaysia,49,2,0.34,8,2
search,weekly_sales_2016_6,youtube,14/2/16,desktop,singapore,389,8,2.08,30,2
search,weekly_sales_2016_6,youtube,14/2/16,desktop,thailand,17,3,0.44,6,2
search,weekly_sales_2016_6,youtube,14/2/16,mobile,cambodia,53,2,0.59,6,2
search,weekly_sales_2016_6,youtube,14/2/16,mobile,indonesia,87,3,0.26,3,2
search,weekly_sales_2016_6,youtube,14/2/16,mobile,korea,101,1,0.21,2,2
search,weekly_sales_2016_6,youtube,14/2/16,mobile,singapore,49,1,0.56,3,2
search,weekly_sales_2016_6,youtube,14/2/16,mobile,thailand,127,2,0.2,15,2
social,valentine 2016,facebook,14/2/16,desktop,cambodia,196,4,0.96,13,2
social,valentine 2016,facebook,14/2/16,desktop,korea,55,1,0.6,3,2
social,valentine 2016,facebook,14/2/16,desktop,malaysia,259,7,0.69,31,2
social,valentine 2016,facebook,14/2/16,desktop,singapore,110,4,0.87,12,2
social,valentine 2016,facebook,14/2/16,desktop,thailand,120,2,0.57,2,2
social,valentine 2016,facebook,14/2/16,mobile,indonesia,92,3,0.6,2,2
social,valentine 2016,facebook,14/2/16,mobile,malaysia,201,4,1.22,6,2
social,valentine 2016,facebook,14/2/16,mobile,singapore,124,2,0.69,10,2
social,valentine 2016,ooyala,14/2/16,desktop,cambodia,113,1,0.19,3,2
social,valentine 2016,ooyala,14/2/16,desktop,indonesia,25,2,0.29,3,2
social,valentine 2016,ooyala,14/2/16,desktop,malaysia,134,7,1.29,7,2
social,valentine 2016,ooyala,14/2/16,mobile,cambodia,168,5,1.19,9,2
social,valentine 2016,ooyala,14/2/16,mobile,indonesia,153,5,0.97,5,2
social,valentine 2016,ooyala,14/2/16,mobile,malaysia,50,1,0.62,14,2
social,valentine 2016,ooyala,14/2/16,mobile,singapore,112,2,0.69,4,2
social,valentine 2016,ooyala,14/2/16,mobile,thailand,130,2,0.65,3,2
social,valentine 2016,youtube,14/2/16,desktop,cambodia,81,2,0.32,2,2
social,valentine 2016,youtube,14/2/16,desktop,indonesia,126,1,0.27,2,2
social,valentine 2016,youtube,14/2/16,desktop,korea,90,1,0.19,13,2
social,valentine 2016,youtube,14/2/16,desktop,malaysia,302,9,2.24,26,2
social,valentine 2016,youtube,14/2/16,desktop,singapore,189,5,0.78,5,2
social,valentine 2016,youtube,14/2/16,desktop,thailand,79,1,0.41,2,2
social,valentine 2016,youtube,14/2/16,mobile,indonesia,137,2,0.93,5,2
social,valentine 2016,youtube,14/2/16,mobile,korea,132,3,0.27,3,2
social,valentine 2016,youtube,14/2/16,mobile,malaysia,151,3,1.02,15,2
social,weekly_sales_2016_6,facebook,14/2/16,desktop,indonesia,185,4,1.08,5,2
social,weekly_sales_2016_6,facebook,14/2/16,desktop,thailand,50,2,0.29,2,2
social,weekly_sales_2016_6,facebook,14/2/16,mobile,cambodia,218,6,1.09,5,2
social,weekly_sales_2016_6,facebook,14/2/16,mobile,indonesia,47,1,0.38,3,2
social,weekly_sales_2016_6,facebook,14/2/16,mobile,malaysia,88,1,0.36,10,2
social,weekly_sales_2016_6,ooyala,14/2/16,desktop,korea,338,8,1.57,27,2
social,weekly_sales_2016_6,ooyala,14/2/16,desktop,malaysia,94,1,0.42,3,2
social,weekly_sales_2016_6,ooyala,14/2/16,desktop,singapore,79,4,0.88,17,2
social,weekly_sales_2016_6,ooyala,14/2/16,desktop,thailand,122,1,0.65,2,2
social,weekly_sales_2016_6,ooyala,14/2/16,mobile,korea,58,3,0.77,3,2
social,weekly_sales_2016_6,ooyala,14/2/16,mobile,malaysia,123,5,0.69,14,2
social,weekly_sales_2016_6,ooyala,14/2/16,mobile,singapore,122,1,0.47,2,2
social,weekly_sales_2016_6,youtube,14/2/16,desktop,cambodia,102,3,0.17,8,2
social,weekly_sales_2016_6,youtube,14/2/16,desktop,indonesia,79,1,0.65,13,2
social,weekly_sales_2016_6,youtube,14/2/16,desktop,korea,103,2,0.25,7,2
social,weekly_sales_2016_6,youtube,14/2/16,desktop,malaysia,83,1,0.24,14,2
social,weekly_sales_2016_6,youtube,14/2/16,desktop,singapore,86,5,0.98,5,2
social,weekly_sales_2016_6,youtube,14/2/16,mobile,cambodia,162,11,1.29,29,2
social,weekly_sales_2016_6,youtube,14/2/16,mobile,malaysia,275,2,0.93,5,2
social,weekly_sales_2016_6,youtube,14/2/16,mobile,thailand,118,3,0.91,13,2
video,valentine 2016,facebook,14/2/16,desktop,cambodia,187,6,0.43,11,2
video,valentine 2016,facebook,14/2/16,desktop,indonesia,232,6,0.94,24,2
video,valentine 2016,facebook,14/2/16,desktop,malaysia,288,4,1.03,5,2
video,valentine 2016,facebook,14/2/16,desktop,singapore,224,2,1.26,23,2
video,valentine 2016,facebook,14/2/16,mobile,cambodia,200,2,0.75,6,2
video,valentine 2016,facebook,14/2/16,mobile,korea,133,6,0.95,16,2
video,valentine 2016,facebook,14/2/16,mobile,malaysia,54,2,0.57,5,2
video,valentine 2016,facebook,14/2/16,mobile,singapore,91,2,0.18,2,2
video,valentine 2016,facebook,14/2/16,mobile,thailand,163,4,1.7,25,2
video,valentine 2016,ooyala,14/2/16,desktop,cambodia,105,3,0.32,11,2
video,valentine 2016,ooyala,14/2/16,desktop,malaysia,143,1,0.17,3,2
video,valentine 2016,ooyala,14/2/16,desktop,thailand,84,2,0.18,2,2
video,valentine 2016,ooyala,14/2/16,mobile,cambodia,109,2,0.67,3,2
video,valentine 2016,ooyala,14/2/16,mobile,indonesia,102,2,0.43,8,2
video,valentine 2016,ooyala,14/2/16,mobile,korea,120,2,0.8,11,2
video,valentine 2016,youtube,14/2/16,desktop,indonesia,139,2,0.66,6,2
video,valentine 2016,youtube,14/2/16,desktop,malaysia,138,1,0.49,8,2
video,valentine 2016,youtube,14/2/16,desktop,singapore,149,3,0.68,6,2
video,valentine 2016,youtube,14/2/16,desktop,thailand,179,6,1.71,11,2
video,valentine 2016,youtube,14/2/16,mobile,indonesia,227,5,0.52,12,2
video,valentine 2016,youtube,14/2/16,mobile,korea,74,2,0.27,2,2
video,valentine 2016,youtube,14/2/16,mobile,malaysia,119,5,0.62,22,2
video,valentine 2016,youtube,14/2/16,mobile,singapore,257,4,0.89,8,2
video,weekly_sales_2016_6,facebook,14/2/16,desktop,cambodia,116,2,0.36,15,2
video,weekly_sales_2016_6,facebook,14/2/16,desktop,korea,120,6,1.06,15,2
video,weekly_sales_2016_6,facebook,14/2/16,desktop,singapore,168,2,0.35,18,2
video,weekly_sales_2016_6,facebook,14/2/16,mobile,cambodia,199,6,1.06,16,2
video,weekly_sales_2016_6,facebook,14/2/16,mobile,indonesia,78,3,0.65,3,2
video,weekly_sales_2016_6,facebook,14/2/16,mobile,korea,115,1,0.52,3,2
video,weekly_sales_2016_6,facebook,14/2/16,mobile,malaysia,27,1,0.31,4,2
video,weekly_sales_2016_6,facebook,14/2/16,mobile,singapore,334,5,1.38,6,2
video,weekly_sales_2016_6,ooyala,14/2/16,desktop,indonesia,53,1,0.25,15,2
video,weekly_sales_2016_6,ooyala,14/2/16,desktop,korea,208,6,1.42,28,2
video,weekly_sales_2016_6,ooyala,14/2/16,desktop,singapore,37,1,0.24,9,2
video,weekly_sales_2016_6,ooyala,14/2/16,desktop,thailand,93,2,0.59,9,2
video,weekly_sales_2016_6,ooyala,14/2/16,mobile,cambodia,117,3,0.69,3,2
video,weekly_sales_2016_6,ooyala,14/2/16,mobile,korea,115,1,0.66,3,2
video,weekly_sales_2016_6,ooyala,14/2/16,mobile,singapore,90,3,0.43,14,2
video,weekly_sales_2016_6,youtube,14/2/16,desktop,indonesia,329,5,1.84,18,2
video,weekly_sales_2016_6,youtube,14/2/16,desktop,singapore,172,6,0.8,4,2
video,weekly_sales_2016_6,youtube,14/2/16,mobile,cambodia,148,3,0.88,7,2
video,weekly_sales_2016_6,youtube,14/2/16,mobile,indonesia,64,2,0.45,2,2
display,valentine 2016,DoubleClick,15/2/16,desktop,cambodia,91,3,0.16,2,2
display,valentine 2016,DoubleClick,15/2/16,desktop,malaysia,102,3,0.54,3,2
display,valentine 2016,DoubleClick,15/2/16,desktop,singapore,217,4,0.93,8,2
display,valentine 2016,DoubleClick,15/2/16,desktop,thailand,67,1,0.63,3,2
display,valentine 2016,DoubleClick,15/2/16,mobile,malaysia,139,2,0.68,15,2
display,valentine 2016,DoubleClick,15/2/16,mobile,thailand,21,1,0.32,2,2
display,valentine 2016,GDN,15/2/16,desktop,indonesia,217,6,1.15,6,2
display,valentine 2016,GDN,15/2/16,desktop,korea,16,2,0.17,6,2
display,valentine 2016,GDN,15/2/16,desktop,thailand,274,4,0.81,7,2
display,valentine 2016,GDN,15/2/16,mobile,indonesia,64,2,0.66,2,2
display,valentine 2016,GDN,15/2/16,mobile,korea,113,2,0.47,3,2
display,valentine 2016,GDN,15/2/16,mobile,malaysia,114,3,0.27,2,2
display,valentine 2016,GDN,15/2/16,mobile,singapore,33,2,0.23,2,2
display,valentine 2016,GDN,15/2/16,mobile,thailand,148,2,0.74,3,2
display,valentine 2016,komli,15/2/16,desktop,malaysia,53,1,0.41,2,2
display,valentine 2016,komli,15/2/16,desktop,thailand,156,5,1.11,6,2
display,valentine 2016,komli,15/2/16,mobile,cambodia,88,2,0.35,2,2
display,valentine 2016,komli,15/2/16,mobile,korea,193,4,0.9,14,2
display,valentine 2016,komli,15/2/16,mobile,singapore,99,3,0.51,10,2
display,valentine 2016,komli,15/2/16,mobile,thailand,29,3,0.18,3,2
display,valentine 2016,Line,15/2/16,desktop,indonesia,130,1,0.72,2,2
display,valentine 2016,Line,15/2/16,desktop,korea,127,4,0.9,4,2
display,valentine 2016,Line,15/2/16,desktop,malaysia,99,2,0.61,3,2
display,valentine 2016,Line,15/2/16,mobile,korea,39,1,0.46,2,2
display,valentine 2016,Line,15/2/16,mobile,malaysia,97,1,0.7,6,2
display,valentine 2016,Line,15/2/16,mobile,singapore,197,6,0.67,24,2
display,valentine 2016,Line,15/2/16,mobile,thailand,176,4,0.54,18,2
display,valentine 2016,yahoo,15/2/16,desktop,indonesia,70,2,0.15,3,2
display,valentine 2016,yahoo,15/2/16,desktop,korea,11,2,0.53,3,2
display,valentine 2016,yahoo,15/2/16,desktop,thailand,120,1,0.78,3,2
display,valentine 2016,yahoo,15/2/16,mobile,cambodia,248,8,1.58,7,2
display,valentine 2016,yahoo,15/2/16,mobile,indonesia,144,2,0.49,11,2
display,valentine 2016,yahoo,15/2/16,mobile,korea,18,3,0.25,8,2
display,valentine 2016,yahoo,15/2/16,mobile,singapore,130,1,0.64,8,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,desktop,cambodia,138,3,0.75,4,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,desktop,korea,150,3,0.76,3,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,desktop,singapore,38,3,0.75,3,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,mobile,cambodia,277,5,1.12,4,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,mobile,korea,116,2,0.68,2,2
display,weekly_sales_2016_7,DoubleClick,15/2/16,mobile,malaysia,160,3,0.88,6,2
display,weekly_sales_2016_7,GDN,15/2/16,desktop,malaysia,23,1,0.52,9,2
display,weekly_sales_2016_7,GDN,15/2/16,desktop,thailand,51,2,0.48,2,2
display,weekly_sales_2016_7,GDN,15/2/16,mobile,indonesia,119,2,0.18,4,2
display,weekly_sales_2016_7,GDN,15/2/16,mobile,korea,97,1,0.2,15,2
display,weekly_sales_2016_7,GDN,15/2/16,mobile,singapore,238,6,1.39,9,2
display,weekly_sales_2016_7,komli,15/2/16,desktop,cambodia,145,3,0.37,2,2
display,weekly_sales_2016_7,komli,15/2/16,desktop,indonesia,104,3,0.72,13,2
display,weekly_sales_2016_7,komli,15/2/16,desktop,korea,13,3,0.78,3,2
display,weekly_sales_2016_7,komli,15/2/16,mobile,cambodia,20,1,0.63,9,2
display,weekly_sales_2016_7,komli,15/2/16,mobile,korea,150,1,0.28,6,2
display,weekly_sales_2016_7,komli,15/2/16,mobile,malaysia,167,2,1.07,13,2
display,weekly_sales_2016_7,komli,15/2/16,mobile,singapore,67,3,0.25,3,2
display,weekly_sales_2016_7,komli,15/2/16,mobile,thailand,97,3,0.5,3,2
display,weekly_sales_2016_7,Line,15/2/16,desktop,korea,166,5,1.18,16,2
display,weekly_sales_2016_7,Line,15/2/16,desktop,singapore,76,1,0.73,15,2
display,weekly_sales_2016_7,Line,15/2/16,desktop,thailand,55,3,0.35,9,2
display,weekly_sales_2016_7,Line,15/2/16,mobile,thailand,85,3,0.23,2,2
display,weekly_sales_2016_7,yahoo,15/2/16,desktop,singapore,204,4,0.91,4,2
display,weekly_sales_2016_7,yahoo,15/2/16,mobile,cambodia,382,4,1.05,15,2
display,weekly_sales_2016_7,yahoo,15/2/16,mobile,indonesia,61,1,0.43,2,2
display,weekly_sales_2016_7,yahoo,15/2/16,mobile,korea,210,8,1.31,19,2
display,weekly_sales_2016_7,yahoo,15/2/16,mobile,malaysia,138,2,0.58,2,2
search,valentine 2016,facebook,15/2/16,desktop,cambodia,134,2,0.39,11,2
search,valentine 2016,facebook,15/2/16,desktop,malaysia,164,2,0.86,5,2
search,valentine 2016,facebook,15/2/16,desktop,singapore,130,2,0.67,18,2
search,valentine 2016,facebook,15/2/16,mobile,cambodia,69,1,0.51,3,2
search,valentine 2016,facebook,15/2/16,mobile,indonesia,87,2,0.45,3,2
search,valentine 2016,facebook,15/2/16,mobile,korea,255,9,1.67,10,2
search,valentine 2016,facebook,15/2/16,mobile,malaysia,66,1,0.72,3,2
search,valentine 2016,facebook,15/2/16,mobile,singapore,149,3,0.22,2,2
search,valentine 2016,ooyala,15/2/16,desktop,cambodia,74,1,0.65,11,2
search,valentine 2016,ooyala,15/2/16,desktop,korea,109,2,0.32,2,2
search,valentine 2016,ooyala,15/2/16,desktop,singapore,13,1,0.62,2,2
search,valentine 2016,ooyala,15/2/16,desktop,thailand,136,1,0.78,2,2
search,valentine 2016,ooyala,15/2/16,mobile,cambodia,67,3,0.25,11,2
search,valentine 2016,ooyala,15/2/16,mobile,indonesia,257,5,1.03,12,2
search,valentine 2016,ooyala,15/2/16,mobile,korea,369,7,1.77,14,2
search,valentine 2016,ooyala,15/2/16,mobile,singapore,126,5,0.55,5,2
search,valentine 2016,ooyala,15/2/16,mobile,thailand,128,2,0.54,2,2
search,valentine 2016,youtube,15/2/16,desktop,cambodia,71,2,0.81,17,2
search,valentine 2016,youtube,15/2/16,desktop,indonesia,276,7,1.5,11,2
search,valentine 2016,youtube,15/2/16,desktop,korea,140,2,0.93,5,2
search,valentine 2016,youtube,15/2/16,desktop,malaysia,105,2,0.31,8,2
search,valentine 2016,youtube,15/2/16,desktop,singapore,135,4,0.78,16,2
search,valentine 2016,youtube,15/2/16,desktop,thailand,69,3,0.31,7,2
search,valentine 2016,youtube,15/2/16,mobile,cambodia,13,1,0.3,5,2
search,valentine 2016,youtube,15/2/16,mobile,indonesia,252,4,0.52,17,2
search,valentine 2016,youtube,15/2/16,mobile,korea,70,1,0.5,2,2
search,valentine 2016,youtube,15/2/16,mobile,singapore,141,3,0.59,2,2
search,weekly_sales_2016_7,facebook,15/2/16,desktop,cambodia,14,1,0.51,3,2
search,weekly_sales_2016_7,facebook,15/2/16,desktop,korea,130,4,0.69,6,2
search,weekly_sales_2016_7,facebook,15/2/16,desktop,singapore,22,3,0.42,2,2
search,weekly_sales_2016_7,facebook,15/2/16,mobile,indonesia,183,2,0.74,5,2
search,weekly_sales_2016_7,facebook,15/2/16,mobile,korea,138,1,0.6,2,2
search,weekly_sales_2016_7,facebook,15/2/16,mobile,malaysia,119,1,0.75,3,2
search,weekly_sales_2016_7,ooyala,15/2/16,desktop,cambodia,228,5,0.94,27,2
search,weekly_sales_2016_7,ooyala,15/2/16,desktop,indonesia,136,1,0.78,2,2
search,weekly_sales_2016_7,ooyala,15/2/16,desktop,malaysia,123,2,0.5,3,2
search,weekly_sales_2016_7,ooyala,15/2/16,desktop,singapore,168,4,1.1,25,2
search,weekly_sales_2016_7,ooyala,15/2/16,desktop,thailand,30,2,0.38,3,2
search,weekly_sales_2016_7,ooyala,15/2/16,mobile,cambodia,63,2,0.69,9,2
search,weekly_sales_2016_7,ooyala,15/2/16,mobile,korea,139,1,0.39,3,2
search,weekly_sales_2016_7,ooyala,15/2/16,mobile,malaysia,74,1,0.67,4,2
search,weekly_sales_2016_7,ooyala,15/2/16,mobile,singapore,79,2,0.6,13,2
search,weekly_sales_2016_7,ooyala,15/2/16,mobile,thailand,89,1,0.59,3,2
search,weekly_sales_2016_7,youtube,15/2/16,desktop,indonesia,92,2,0.63,7,2
search,weekly_sales_2016_7,youtube,15/2/16,desktop,malaysia,66,1,0.73,3,2
search,weekly_sales_2016_7,youtube,15/2/16,desktop,thailand,363,6,1.36,23,2
search,weekly_sales_2016_7,youtube,15/2/16,mobile,cambodia,73,1,0.59,15,2
search,weekly_sales_2016_7,youtube,15/2/16,mobile,indonesia,201,6,1.29,19,2
search,weekly_sales_2016_7,youtube,15/2/16,mobile,korea,128,1,0.41,3,2
search,weekly_sales_2016_7,youtube,15/2/16,mobile,singapore,138,3,0.59,13,2
social,valentine 2016,facebook,15/2/16,desktop,korea,61,1,0.78,2,2
social,valentine 2016,facebook,15/2/16,desktop,thailand,75,4,0.66,9,2
social,valentine 2016,facebook,15/2/16,mobile,indonesia,93,2,0.43,3,2
social,valentine 2016,facebook,15/2/16,mobile,malaysia,117,1,0.38,5,2
social,valentine 2016,facebook,15/2/16,mobile,thailand,143,3,0.16,10,2
social,valentine 2016,ooyala,15/2/16,desktop,cambodia,308,8,1.38,19,2
social,valentine 2016,ooyala,15/2/16,desktop,indonesia,175,6,0.78,5,2
social,valentine 2016,ooyala,15/2/16,desktop,korea,82,4,1.3,25,2
social,valentine 2016,ooyala,15/2/16,desktop,malaysia,407,9,1.88,9,2
social,valentine 2016,ooyala,15/2/16,desktop,singapore,23,1,0.64,3,2
social,valentine 2016,ooyala,15/2/16,desktop,thailand,113,6,0.8,12,2
social,valentine 2016,ooyala,15/2/16,mobile,indonesia,178,4,0.74,5,2
social,valentine 2016,ooyala,15/2/16,mobile,korea,103,1,0.38,2,2
social,valentine 2016,ooyala,15/2/16,mobile,singapore,166,5,1.03,15,2
social,valentine 2016,youtube,15/2/16,desktop,cambodia,270,5,1.42,10,2
social,valentine 2016,youtube,15/2/16,desktop,korea,16,3,0.67,2,2
social,valentine 2016,youtube,15/2/16,desktop,malaysia,121,4,0.55,9,2
social,valentine 2016,youtube,15/2/16,desktop,singapore,73,1,0.15,2,2
social,valentine 2016,youtube,15/2/16,mobile,indonesia,12,2,0.5,2,2
social,valentine 2016,youtube,15/2/16,mobile,korea,133,2,0.6,5,2
social,valentine 2016,youtube,15/2/16,mobile,malaysia,270,3,0.92,6,2
social,valentine 2016,youtube,15/2/16,mobile,singapore,122,2,0.62,3,2
social,valentine 2016,youtube,15/2/16,mobile,thailand,206,7,1.43,15,2
social,weekly_sales_2016_7,facebook,15/2/16,desktop,cambodia,154,5,1.43,28,2
social,weekly_sales_2016_7,facebook,15/2/16,desktop,korea,12,1,0.64,4,2
social,weekly_sales_2016_7,facebook,15/2/16,desktop,malaysia,142,2,0.16,3,2
social,weekly_sales_2016_7,facebook,15/2/16,desktop,singapore,35,1,0.74,3,2
social,weekly_sales_2016_7,facebook,15/2/16,desktop,thailand,195,5,1.13,4,2
social,weekly_sales_2016_7,facebook,15/2/16,mobile,cambodia,72,2,0.57,11,2
social,weekly_sales_2016_7,facebook,15/2/16,mobile,indonesia,58,2,0.39,3,2
social,weekly_sales_2016_7,facebook,15/2/16,mobile,korea,62,1,0.49,15,2
social,weekly_sales_2016_7,facebook,15/2/16,mobile,malaysia,25,1,0.15,2,2
social,weekly_sales_2016_7,facebook,15/2/16,mobile,singapore,26,2,0.61,3,2
social,weekly_sales_2016_7,ooyala,15/2/16,desktop,singapore,152,4,0.8,5,2
social,weekly_sales_2016_7,ooyala,15/2/16,desktop,thailand,33,3,0.72,2,2
social,weekly_sales_2016_7,ooyala,15/2/16,mobile,indonesia,198,5,0.67,6,2
social,weekly_sales_2016_7,ooyala,15/2/16,mobile,malaysia,39,1,0.32,8,2
social,weekly_sales_2016_7,ooyala,15/2/16,mobile,singapore,16,1,0.17,14,2
social,weekly_sales_2016_7,ooyala,15/2/16,mobile,thailand,89,3,0.41,8,2
social,weekly_sales_2016_7,youtube,15/2/16,desktop,indonesia,102,1,0.63,13,2
social,weekly_sales_2016_7,youtube,15/2/16,desktop,korea,160,3,0.78,5,2
social,weekly_sales_2016_7,youtube,15/2/16,desktop,malaysia,204,2,0.72,5,2
social,weekly_sales_2016_7,youtube,15/2/16,desktop,singapore,212,2,0.62,12,2
social,weekly_sales_2016_7,youtube,15/2/16,mobile,indonesia,28,1,0.33,3,2
social,weekly_sales_2016_7,youtube,15/2/16,mobile,korea,214,5,1.45,13,2
social,weekly_sales_2016_7,youtube,15/2/16,mobile,singapore,110,2,0.76,3,2
social,weekly_sales_2016_7,youtube,15/2/16,mobile,thailand,133,2,0.74,2,2
video,valentine 2016,facebook,15/2/16,desktop,cambodia,43,1,0.2,12,2
video,valentine 2016,facebook,15/2/16,desktop,korea,21,1,0.73,14,2
video,valentine 2016,facebook,15/2/16,desktop,thailand,159,4,0.93,8,2
video,valentine 2016,facebook,15/2/16,mobile,malaysia,48,2,0.43,3,2
video,valentine 2016,facebook,15/2/16,mobile,singapore,79,2,0.47,9,2
video,valentine 2016,facebook,15/2/16,mobile,thailand,107,5,1.04,5,2
video,valentine 2016,ooyala,15/2/16,desktop,cambodia,138,5,0.93,19,2
video,valentine 2016,ooyala,15/2/16,desktop,korea,115,1,0.24,3,2
video,valentine 2016,ooyala,15/2/16,desktop,malaysia,37,3,0.31,7,2
video,valentine 2016,ooyala,15/2/16,desktop,singapore,55,3,0.74,12,2
video,valentine 2016,ooyala,15/2/16,mobile,indonesia,200,6,1.03,19,2
video,valentine 2016,ooyala,15/2/16,mobile,korea,42,3,0.76,8,2
video,valentine 2016,ooyala,15/2/16,mobile,malaysia,67,2,0.76,3,2
video,valentine 2016,ooyala,15/2/16,mobile,singapore,38,3,0.66,3,2
video,valentine 2016,ooyala,15/2/16,mobile,thailand,108,3,0.22,5,2
video,valentine 2016,youtube,15/2/16,desktop,indonesia,84,2,0.78,12,2
video,valentine 2016,youtube,15/2/16,desktop,korea,64,1,0.78,2,2
video,valentine 2016,youtube,15/2/16,desktop,malaysia,110,6,0.87,14,2
video,valentine 2016,youtube,15/2/16,desktop,singapore,147,5,0.96,11,2
video,valentine 2016,youtube,15/2/16,mobile,indonesia,57,4,0.57,11,2
video,valentine 2016,youtube,15/2/16,mobile,korea,174,4,0.96,11,2
video,valentine 2016,youtube,15/2/16,mobile,malaysia,186,3,0.81,14,2
video,valentine 2016,youtube,15/2/16,mobile,singapore,55,3,0.5,2,2
video,weekly_sales_2016_7,facebook,15/2/16,desktop,indonesia,61,2,0.52,3,2
video,weekly_sales_2016_7,facebook,15/2/16,desktop,korea,212,3,1.28,11,2
video,weekly_sales_2016_7,facebook,15/2/16,desktop,malaysia,145,1,0.38,3,2
video,weekly_sales_2016_7,facebook,15/2/16,desktop,singapore,117,1,0.76,2,2
video,weekly_sales_2016_7,facebook,15/2/16,desktop,thailand,145,1,0.69,15,2
video,weekly_sales_2016_7,facebook,15/2/16,mobile,indonesia,36,3,0.23,8,2
video,weekly_sales_2016_7,facebook,15/2/16,mobile,korea,13,2,0.75,9,2
video,weekly_sales_2016_7,facebook,15/2/16,mobile,malaysia,67,3,0.46,7,2
video,weekly_sales_2016_7,facebook,15/2/16,mobile,thailand,145,3,0.76,3,2
video,weekly_sales_2016_7,ooyala,15/2/16,desktop,cambodia,350,8,1.3,23,2
video,weekly_sales_2016_7,ooyala,15/2/16,desktop,indonesia,41,2,0.42,3,2
video,weekly_sales_2016_7,ooyala,15/2/16,desktop,korea,97,1,0.62,15,2
video,weekly_sales_2016_7,ooyala,15/2/16,desktop,malaysia,301,4,1.19,19,2
